latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,vpd,tmmx_C,pr,wind_speed,wind_direction,
33.94715,-117.61104,335.83,0.52,0.41,11/9/2023,2032,N,VIIRS,n,2,306.76,22.5,D,0,1.0562912,24.686829,1.8791208,2.6826923,197.74176,
34.60949,-117.33825,303.73,0.43,0.38,11/9/2024,949,N,VIIRS,n,2,278.19,1.4,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.43055,-118.6445,322.29,0.4,0.37,11/9/2024,950,N,VIIRS,n,2,278.34,1.85,N,2,1.1335714,23.251923,2.337912,3.3513737,170.9066,
34.09256,-117.53207,311,0.47,0.64,12/1/2015,850,N,VIIRS,n,2,276.31,1.77,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.0935,-117.53298,315.65,0.43,0.62,12/1/2015,1030,N,VIIRS,n,2,277,1.21,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09298,-117.5313,336.22,0.37,0.58,12/1/2015,2009,N,VIIRS,n,2,295.35,2.47,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.72919,-117.38489,336.88,0.57,0.69,12/1/2015,2149,N,VIIRS,n,2,292.3,3.28,D,0,1.086511,20.547821,2.5148351,3.0747252,198.5055,
34.09327,-117.53164,328.2,0.56,0.69,12/1/2015,2150,N,VIIRS,n,2,295.5,3.41,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09347,-117.52794,330.72,0.4,0.37,12/1/2016,2045,N,VIIRS,n,2,293.58,3.13,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.85473,-118.33263,297.89,0.64,0.72,12/1/2017,841,N,VIIRS,n,2,286.48,1.82,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.62093,-117.0992,309.15,0.37,0.58,12/1/2017,1022,N,VIIRS,n,2,282.48,1.89,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62141,-117.10193,313,0.38,0.36,12/1/2018,938,N,VIIRS,n,2,277,2.05,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33501,-118.52074,326,0.39,0.36,12/1/2018,2057,N,VIIRS,n,2,292.21,1.83,D,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.02388,-118.02381,336.52,0.41,0.37,12/1/2020,931,N,VIIRS,n,2,286.02,4.32,N,0,0.9140385,22.87033,1.9623626,2.3653846,184.62912,
34.09352,-117.52869,336.53,0.38,0.36,12/1/2020,2050,N,VIIRS,n,2,300.67,2.35,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.8168,-118.24371,296.88,0.51,0.66,12/1/2021,849,N,VIIRS,n,2,286.7,1.91,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.60648,-117.33645,311.35,0.44,0.62,12/1/2021,1029,N,VIIRS,n,2,279.8,1.57,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62234,-117.10155,315.07,0.4,0.37,12/1/2022,944,N,VIIRS,n,2,279.3,1.54,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60818,-117.3365,300.35,0.62,0.54,12/1/2023,900,N,VIIRS,n,2,276.77,1.38,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.77828,-118.23821,300.43,0.34,0.56,12/1/2023,901,N,VIIRS,n,2,286.14,0.73,N,0,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.60938,-117.33627,307.79,0.63,0.72,12/1/2023,1040,N,VIIRS,n,2,275.72,1.6,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62123,-117.10159,300.88,0.38,0.36,12/1/2024,937,N,VIIRS,n,2,273.95,0.91,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09269,-117.53307,313.16,0.52,0.41,12/10/2015,921,N,VIIRS,n,2,271.56,3.05,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.62241,-117.10116,300.58,0.51,0.41,12/10/2016,957,N,VIIRS,n,2,279.17,0.89,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.44948,-118.99795,367,0.5,0.49,12/10/2017,913,N,VIIRS,h,2,342.05,217.73,N,0,1.1752198,18.352753,3.3612638,3.092033,184.04945,
34.45203,-118.99935,367,0.77,0.77,12/10/2017,1053,N,VIIRS,h,2,270.34,15.05,N,0,1.1752198,18.352753,3.3612638,3.092033,184.04945,
34.35923,-118.9571,330.37,0.76,0.77,12/10/2018,1949,N,VIIRS,n,2,289.3,6.12,D,0,0.97162086,22.209625,2.348901,2.9898353,193.48352,
34.1525,-118.19373,313.45,0.47,0.4,12/10/2019,925,N,VIIRS,n,2,281.71,1.58,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
33.85271,-118.3312,300.64,0.54,0.42,12/10/2020,1002,N,VIIRS,n,2,286.53,1.96,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.85284,-118.33348,307.31,0.55,0.43,12/10/2021,920,N,VIIRS,n,2,287.99,1.97,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60684,-117.34096,296.11,0.72,0.75,12/10/2022,835,N,VIIRS,n,2,273.97,1.28,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60865,-117.33787,307.52,0.57,0.52,12/10/2022,1016,N,VIIRS,n,2,274.98,2.31,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62307,-117.09813,298.18,0.4,0.37,12/10/2023,932,N,VIIRS,n,2,275.38,1.93,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33524,-118.52027,328.14,0.39,0.36,12/10/2023,2051,N,VIIRS,n,2,292.14,2.07,D,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.05743,-118.67123,331.94,0.42,0.45,12/10/2024,1009,N,VIIRS,n,2,290.1,255.32,N,0,0.7341758,20.1445,2.7351649,2.6994505,191.64835,
34.06172,-118.70615,367,0.76,0.77,12/10/2024,1948,N,VIIRS,h,2,305.63,16.7,D,0,0.7341758,20.1445,2.7351649,2.6994505,191.64835,
34.0596,-118.66492,352.91,0.52,0.5,12/10/2024,2128,N,VIIRS,n,2,308.24,48.63,D,0,0.7341758,20.1445,2.7351649,2.6994505,191.64835,
34.09424,-117.52998,326.09,0.49,0.49,12/11/2015,2021,N,VIIRS,n,2,287.48,4.29,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09609,-117.53326,332.16,0.49,0.49,12/11/2015,2022,N,VIIRS,n,2,287.8,4.18,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.42966,-118.97662,340.18,0.46,0.64,12/11/2017,854,N,VIIRS,n,2,283.63,21.6,N,0,1.1752198,18.352753,3.3612638,3.092033,184.04945,
34.42539,-118.96796,352.66,0.44,0.62,12/11/2017,1034,N,VIIRS,n,2,285,18.64,N,0,1.1752198,18.352753,3.3612638,3.092033,184.04945,
34.45852,-118.99643,352.47,0.35,0.57,12/11/2017,2013,N,VIIRS,n,2,290.66,20.43,D,0,1.1752198,18.352753,3.3612638,3.092033,184.04945,
34.45954,-118.9872,357.04,0.58,0.7,12/11/2017,2154,N,VIIRS,l,2,288.32,16.12,D,0,1.2010164,17.162628,3.031044,3.1016483,184.04945,
34.43135,-118.64471,303.09,0.4,0.37,12/11/2018,950,N,VIIRS,n,2,275.98,0.9,N,2,1.1335714,23.251923,2.337912,3.3513737,170.9066,
34.33518,-118.51842,325.25,0.41,0.37,12/11/2018,951,N,VIIRS,n,2,280.09,2.35,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.09348,-117.52859,326.42,0.51,0.41,12/11/2018,2110,N,VIIRS,n,2,294.85,2.57,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.8545,-118.33053,297.55,0.56,0.51,12/11/2019,906,N,VIIRS,n,2,286.34,1.52,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.38071,-118.89212,338.64,0.47,0.48,12/11/2019,2025,N,VIIRS,n,2,282.26,7.44,D,0,1.0526099,22.216492,2.562088,3.0346153,176.43681,
34.62281,-117.09901,300.74,0.4,0.37,12/11/2020,943,N,VIIRS,n,2,271.34,1.33,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33587,-118.51775,330.05,0.41,0.37,12/11/2020,2103,N,VIIRS,n,2,290.94,2.32,D,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.60636,-117.33391,299.68,0.6,0.53,12/11/2021,901,N,VIIRS,n,2,271.1,2.17,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85294,-118.33179,297.8,0.6,0.7,12/11/2021,1041,N,VIIRS,n,2,283.42,1.56,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.85365,-118.3306,297.82,0.6,0.7,12/11/2021,1042,N,VIIRS,n,2,283.5,1.54,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.76147,-117.02644,342.77,0.46,0.47,12/11/2021,2020,N,VIIRS,n,2,299.18,21.26,D,0,1.2206044,23.18985,1.8494506,3.046978,198.5055,
33.85339,-118.33031,298.7,0.46,0.47,12/11/2023,913,N,VIIRS,n,2,281.66,2.15,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.04887,-118.73001,331,0.4,0.37,12/11/2024,950,N,VIIRS,n,2,271.83,8.33,N,0,0.82736266,21.671722,2.6354396,2.6936812,191.64835,
33.77975,-118.23847,302.42,0.63,0.72,12/12/2015,843,N,VIIRS,n,2,283.3,1.09,N,0,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.60672,-117.33576,309.35,0.36,0.57,12/12/2015,1024,N,VIIRS,n,2,275.63,1,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09179,-117.53352,313.13,0.71,0.75,12/12/2017,835,N,VIIRS,n,2,279.07,2.55,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.42133,-118.94557,329.26,0.48,0.48,12/12/2017,1015,N,VIIRS,n,2,289.6,12.95,N,0,1.0617583,22.15329,2.8513737,3.0401099,184.04945,
33.85447,-118.33248,303.17,0.54,0.51,12/12/2017,1016,N,VIIRS,n,2,288.86,2.13,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.45299,-118.98482,367,0.63,0.72,12/12/2017,1955,N,VIIRS,h,2,312.56,73.17,D,0,1.1752198,18.352753,3.3612638,3.092033,184.04945,
34.45658,-118.99065,338.86,0.62,0.54,12/12/2017,2135,N,VIIRS,n,2,298.94,31.17,D,0,1.1752198,18.352753,3.3612638,3.092033,184.04945,
34.09383,-117.53629,320.7,0.4,0.37,12/12/2018,932,N,VIIRS,n,2,279.81,1.71,N,2,1.1181319,24.10962,1.8876374,2.9648352,208.9945,
34.33407,-118.51794,329.2,0.39,0.36,12/12/2018,2051,N,VIIRS,n,2,294.64,1.96,D,0,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.4302,-118.64255,300.65,0.37,0.58,12/12/2019,1027,N,VIIRS,n,2,279.56,0.61,N,0,1.1335714,23.251923,2.337912,3.3513737,170.9066,
34.37666,-118.89223,326.89,0.47,0.64,12/12/2019,2147,N,VIIRS,n,2,291.7,2.85,D,0,1.0526099,22.216492,2.562088,3.0346153,176.43681,
34.33433,-118.51977,319.55,0.49,0.41,12/12/2020,924,N,VIIRS,n,2,277.75,1.97,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.15221,-118.19553,305.02,0.48,0.4,12/12/2020,925,N,VIIRS,n,2,270.02,0.77,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.33432,-118.5187,326.55,0.42,0.38,12/12/2020,2044,N,VIIRS,n,2,288.77,2.31,D,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
33.85057,-118.33316,296.85,0.63,0.72,12/12/2021,842,N,VIIRS,n,2,281.95,1.34,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.6092,-117.33537,315.12,0.36,0.57,12/12/2021,1022,N,VIIRS,n,2,273.51,1.76,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85402,-118.33165,303.66,0.33,0.55,12/12/2021,1023,N,VIIRS,n,2,285,1.13,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.39759,-117.72952,367,0.44,0.63,12/12/2021,2002,N,VIIRS,h,2,295.18,30.29,D,0,1.0796978,15.285156,2.5266483,4.8255496,195.77197,
34.39527,-117.73073,355.39,0.46,0.63,12/12/2021,2142,N,VIIRS,n,2,292.43,26.99,D,0,1.0796978,15.285156,2.5266483,4.8255496,195.77197,
33.90826,-118.4094,295.39,0.39,0.36,12/12/2022,938,N,VIIRS,n,2,282.47,0.72,N,0,0.5683516,20.003845,1.8324176,2.3184066,194.12088,
33.77741,-118.23698,301.05,0.39,0.36,12/12/2022,939,N,VIIRS,n,2,283.24,1.13,N,0,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.15144,-118.19547,306.99,0.42,0.61,12/12/2023,854,N,VIIRS,n,2,282.06,1.13,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.60984,-117.33567,311.36,0.52,0.67,12/12/2023,1034,N,VIIRS,n,2,275.74,2.02,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.15257,-118.19193,321.87,0.42,0.37,12/12/2024,931,N,VIIRS,n,2,281.85,1.9,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
33.90575,-118.40371,298.18,0.42,0.38,12/12/2024,932,N,VIIRS,n,2,284.49,1.55,N,2,0.5683516,20.003845,1.8324176,2.3184066,194.12088,
33.77526,-118.22949,299.2,0.56,0.43,12/13/2015,1005,N,VIIRS,n,2,282.15,1.32,N,2,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.45428,-118.98027,367,0.44,0.38,12/13/2017,957,N,VIIRS,h,2,316.04,63.71,N,0,1.1752198,18.352753,3.3612638,3.092033,184.04945,
34.45496,-118.97157,350.13,0.52,0.41,12/13/2017,2116,N,VIIRS,n,2,307.83,21.83,D,0,1.1752198,18.352753,3.3612638,3.092033,184.04945,
34.09422,-117.5339,310.07,0.41,0.45,12/13/2018,913,N,VIIRS,n,2,280.52,2.28,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.0936,-117.5362,332.56,0.51,0.41,12/13/2018,2032,N,VIIRS,n,2,298.22,2.52,D,2,1.1181319,24.10962,1.8876374,2.9648352,208.9945,
34.62294,-117.10184,308.13,0.49,0.48,12/13/2019,1009,N,VIIRS,n,2,282.7,2.02,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.36467,-118.95985,355.86,0.5,0.49,12/13/2019,2128,N,VIIRS,n,2,293.2,20.92,D,0,0.97162086,22.209625,2.348901,2.9898353,193.48352,
34.62208,-117.09921,297.05,0.49,0.49,12/13/2020,905,N,VIIRS,n,2,277.28,1.25,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.91535,-117.03609,338.25,0.48,0.48,12/13/2020,906,N,VIIRS,n,2,283.27,21.97,N,0,1.0126098,23.85083,1.2656593,2.899176,198.5055,
34.60528,-117.33396,301.06,0.76,0.77,12/13/2020,1046,N,VIIRS,n,2,272.37,1.58,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62112,-117.09941,305.02,0.41,0.45,12/13/2021,1004,N,VIIRS,n,2,278.54,1.62,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60756,-117.33923,308.07,0.52,0.42,12/13/2022,919,N,VIIRS,n,2,274.04,1.86,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33393,-118.52024,307.55,0.39,0.44,12/13/2022,920,N,VIIRS,n,2,273.75,1.02,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.37934,-118.99187,336.79,0.5,0.41,12/13/2022,2039,N,VIIRS,n,2,289.97,9.56,D,0,0.97162086,22.209625,2.348901,2.9898353,193.48352,
34.60909,-117.33828,301.18,0.71,0.75,12/13/2023,835,N,VIIRS,n,2,274.58,1.14,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.08068,-117.49566,296.87,0.58,0.52,12/13/2023,1016,N,VIIRS,n,2,279.25,0.97,N,0,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60711,-117.33731,309.92,0.41,0.45,12/13/2024,912,N,VIIRS,n,2,276.93,1.84,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.81874,-118.24492,296.9,0.45,0.47,12/13/2024,913,N,VIIRS,n,2,284.61,1.36,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.09369,-117.53167,316.23,0.4,0.37,12/14/2015,946,N,VIIRS,n,2,278.36,1.71,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09489,-117.53019,331.89,0.44,0.38,12/14/2015,2105,N,VIIRS,n,2,291.4,3.78,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09295,-117.52905,299.27,0.58,0.69,12/14/2016,841,N,VIIRS,n,2,272.68,0.86,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.45954,-118.99197,339.71,0.4,0.37,12/14/2017,938,N,VIIRS,n,2,288.7,6.15,N,0,1.2010164,17.162628,3.031044,3.1016483,184.04945,
34.46151,-118.95245,367,0.38,0.36,12/14/2017,2057,N,VIIRS,l,2,327.44,38.45,D,0,1.2010164,17.162628,3.031044,3.1016483,184.04945,
34.62226,-117.10103,313.04,0.44,0.38,12/14/2019,950,N,VIIRS,n,2,283.31,1.86,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60717,-117.33765,304.31,0.47,0.64,12/14/2020,847,N,VIIRS,n,2,277.08,1.39,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62092,-117.09873,297.46,0.4,0.37,12/14/2021,945,N,VIIRS,n,2,279.04,1.09,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85443,-118.33445,298.47,0.35,0.57,12/14/2022,901,N,VIIRS,n,2,282.48,1.48,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60746,-117.33674,308.24,0.63,0.72,12/14/2022,1041,N,VIIRS,n,2,272.2,2.27,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.38502,-118.85283,334.91,0.58,0.52,12/14/2022,2020,N,VIIRS,n,2,288.21,5.02,D,0,1.016456,21.581879,2.525824,3.098901,176.43681,
34.15272,-118.19196,316.06,0.46,0.39,12/14/2023,957,N,VIIRS,n,2,281.6,2.23,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.33576,-118.51763,297.9,0.46,0.64,12/14/2024,1034,N,VIIRS,n,2,276.2,0.55,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.0957,-117.53425,318.82,0.44,0.39,12/15/2015,927,N,VIIRS,n,2,276,2.33,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09292,-117.52795,334.22,0.4,0.37,12/15/2015,2046,N,VIIRS,n,2,290.44,3.14,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.44054,-118.93803,350.24,0.41,0.45,12/15/2017,919,N,VIIRS,n,2,328.44,89.16,N,0,1.1752198,18.352753,3.3612638,3.092033,184.04945,
34.43029,-118.94412,350.4,0.49,0.41,12/15/2017,2038,N,VIIRS,n,2,303.63,11.76,D,0,1.1752198,18.352753,3.3612638,3.092033,184.04945,
33.90501,-118.40439,296.74,0.53,0.5,12/15/2018,1016,N,VIIRS,n,2,284.35,1.69,N,0,0.5683516,20.003845,1.8324176,2.3184066,194.12088,
34.09291,-117.5316,331.63,0.54,0.68,12/15/2018,1955,N,VIIRS,n,2,294.34,4.04,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09448,-117.53136,331.41,0.37,0.58,12/15/2018,2135,N,VIIRS,n,2,297.34,3.07,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.85283,-118.33169,305.58,0.42,0.38,12/15/2019,931,N,VIIRS,n,2,289.14,2.05,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.33548,-118.51808,331.3,0.39,0.36,12/15/2019,2050,N,VIIRS,n,2,289.08,2.87,D,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.60682,-117.33769,311.81,0.47,0.48,12/15/2020,1008,N,VIIRS,n,2,273.85,1.55,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.77746,-118.22728,302.75,0.44,0.46,12/15/2020,1009,N,VIIRS,n,2,279.11,0.87,N,2,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.33516,-118.51933,323.21,0.48,0.4,12/15/2021,926,N,VIIRS,n,2,273.36,2.38,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.41211,-118.95359,331.4,0.43,0.38,12/15/2021,2045,N,VIIRS,n,2,287.79,6.48,D,0,1.0617583,22.15329,2.8513737,3.0401099,184.04945,
34.60636,-117.33607,311.19,0.35,0.57,12/15/2022,1022,N,VIIRS,n,2,271.91,1.81,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.81871,-118.24452,299.97,0.39,0.36,12/15/2023,938,N,VIIRS,n,2,284.37,1.36,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.15289,-118.19221,326.78,0.39,0.36,12/15/2023,2057,N,VIIRS,n,2,301.16,2.01,D,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.15368,-118.19402,307.69,0.54,0.51,12/15/2024,1015,N,VIIRS,n,2,277.69,1.72,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.0947,-117.52801,309.4,0.5,0.49,12/16/2015,909,N,VIIRS,n,2,276.4,2.01,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.07857,-117.4988,296.68,0.78,0.78,12/16/2015,1049,N,VIIRS,n,2,276.34,1.58,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.27741,-117.23052,344.28,0.39,0.44,12/16/2015,2028,N,VIIRS,n,2,278.27,3.86,D,0,0.97085166,16.841217,6.0274725,3.7744505,200.17857,
34.4631,-118.9912,311.04,0.38,0.59,12/16/2017,900,N,VIIRS,n,2,280.05,21.84,N,0,1.2010164,17.162628,3.031044,3.1016483,184.04945,
34.48145,-118.99979,336.32,0.58,0.52,12/16/2017,2020,N,VIIRS,n,2,293.36,28.65,D,0,1.2010164,17.162628,3.031044,3.1016483,184.04945,
34.09227,-117.52824,327.01,0.5,0.41,12/16/2018,957,N,VIIRS,n,2,280.17,1.94,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.85362,-118.33447,302.02,0.46,0.47,12/16/2019,912,N,VIIRS,n,2,284.77,2.03,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.09325,-117.52888,328.49,0.51,0.41,12/16/2019,2031,N,VIIRS,n,2,292.67,2.67,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.62267,-117.10217,308.85,0.44,0.38,12/16/2020,949,N,VIIRS,n,2,276.96,1.54,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.1537,-118.19455,314.64,0.41,0.37,12/16/2020,950,N,VIIRS,n,2,280.51,1.63,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
33.84903,-118.33434,328.81,0.46,0.39,12/16/2020,2109,N,VIIRS,n,2,299.94,2.07,D,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.77669,-118.2365,296.55,0.54,0.51,12/16/2021,907,N,VIIRS,n,2,281.25,1.32,N,2,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.40871,-118.95631,327.12,0.47,0.48,12/16/2021,2027,N,VIIRS,n,2,284.98,2.42,D,0,1.0617583,22.15329,2.8513737,3.0401099,184.04945,
34.40069,-117.73977,357.17,0.48,0.48,12/16/2022,2123,N,VIIRS,l,2,282.28,15.52,D,0,1.0796978,15.285156,2.5266483,4.8255496,195.77197,
33.85255,-118.3344,299.55,0.57,0.43,12/16/2023,919,N,VIIRS,n,2,279.85,1.42,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.79488,-117.47643,300.14,0.51,0.41,12/16/2024,957,N,VIIRS,n,2,270.21,0.75,N,2,1.2206044,23.18985,1.8494506,3.046978,198.5055,
34.60822,-117.33771,301.32,0.46,0.64,12/17/2015,849,N,VIIRS,n,2,271.96,1.12,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09615,-117.53627,320.4,0.47,0.64,12/17/2015,850,N,VIIRS,n,2,275.16,3.37,N,2,1.1181319,24.10962,1.8876374,2.9648352,208.9945,
34.09505,-117.53378,315.26,0.43,0.62,12/17/2015,1030,N,VIIRS,n,2,274.86,1.82,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09376,-117.53411,329.06,0.37,0.58,12/17/2015,2009,N,VIIRS,n,2,291.33,2.37,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.8532,-118.33184,305.44,0.47,0.4,12/17/2016,926,N,VIIRS,n,2,286.82,1.38,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.09417,-117.53162,330.44,0.4,0.37,12/17/2016,2045,N,VIIRS,n,2,292.82,3.45,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.0928,-117.53063,317.82,0.36,0.57,12/17/2017,1022,N,VIIRS,n,2,282.53,1.45,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09377,-117.53293,332.61,0.4,0.37,12/17/2018,2057,N,VIIRS,n,2,293.7,2.09,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.85159,-118.33143,305.41,0.43,0.62,12/17/2019,853,N,VIIRS,n,2,281.95,1.46,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60563,-117.33424,299.81,0.52,0.67,12/17/2019,1033,N,VIIRS,n,2,270,1.72,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.61311,-117.82433,301.02,0.41,0.37,12/17/2020,931,N,VIIRS,n,2,265.49,0.32,N,2,0.55173075,19.096436,1.5321429,2.6546702,208.01099,
34.60661,-117.33667,306.55,0.46,0.63,12/17/2021,848,N,VIIRS,n,2,275.78,1.46,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60717,-117.33543,315.91,0.44,0.62,12/17/2021,1029,N,VIIRS,n,2,275.7,1.99,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85329,-118.33327,302.91,0.39,0.36,12/17/2022,945,N,VIIRS,n,2,280.92,1.41,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60678,-117.34093,300.29,0.62,0.54,12/17/2023,900,N,VIIRS,n,2,271.09,1.03,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.8531,-118.33362,296.18,0.39,0.36,12/17/2024,938,N,VIIRS,n,2,276.58,0.93,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.09205,-117.52747,306.7,0.48,0.48,12/18/2015,1011,N,VIIRS,n,2,276.46,2.31,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09324,-117.53374,332.11,0.66,0.73,12/18/2015,1950,N,VIIRS,n,2,293.51,4.74,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09106,-117.52937,329.59,0.6,0.53,12/18/2015,2131,N,VIIRS,n,2,296.73,2.55,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
