latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,vpd,tmmx_C,pr,wind_speed,wind_direction,
34.58181,-117.35789,321.36,0.47,0.64,6/27/2022,847,N,VIIRS,n,2,291.28,2.23,N,0,1.5728571,23.292603,0.60494506,4.457692,200.95055,
34.60771,-117.33906,318.33,0.43,0.62,6/27/2022,1027,N,VIIRS,n,2,293.57,2.28,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.77862,-118.22907,306.07,0.4,0.6,6/27/2022,1028,N,VIIRS,n,2,290.68,1.08,N,0,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.60749,-117.33899,309.61,0.39,0.36,6/27/2023,945,N,VIIRS,n,2,290.19,1.57,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.40223,-118.90328,336.92,0.4,0.37,6/27/2023,2104,N,VIIRS,l,2,309.84,3.27,D,0,1.0317308,22.361267,2.7876375,3.0170329,184.04945,
34.61127,-117.34016,304.04,0.58,0.7,6/27/2024,840,N,VIIRS,n,2,291.52,0.71,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85422,-118.33799,301.57,0.65,0.73,6/27/2024,841,N,VIIRS,n,2,289.98,1.29,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.85487,-118.33231,302.65,0.32,0.55,6/27/2024,1021,N,VIIRS,n,2,292.16,1.47,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.81866,-118.24442,305.6,0.41,0.37,6/28/2016,951,N,VIIRS,n,2,293.81,1.44,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.09332,-117.52846,328.35,0.51,0.5,6/28/2017,906,N,VIIRS,n,2,291.91,4.18,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09045,-117.52953,308.38,0.76,0.77,6/28/2017,1046,N,VIIRS,n,2,289.23,2.4,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.0952,-117.53242,348.09,0.41,0.45,6/28/2017,2025,N,VIIRS,l,2,318.54,6.82,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.3365,-118.5201,309.63,0.52,0.41,6/28/2018,1002,N,VIIRS,n,2,287.54,2.11,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.15466,-118.19546,303.34,0.54,0.42,6/28/2018,1003,N,VIIRS,n,2,286.47,1.37,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.33595,-118.51987,335.25,0.43,0.46,6/28/2018,2122,N,VIIRS,l,2,307.76,4.58,D,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.60742,-117.33935,310.76,0.51,0.41,6/28/2019,919,N,VIIRS,n,2,290.53,2.37,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.55105,-118.54644,335.18,0.47,0.4,6/28/2019,2038,N,VIIRS,l,2,309.32,3.25,D,0,1.1633791,21.501099,2.5381868,3.6027472,175.51099,
34.62008,-117.10143,305.54,0.5,0.41,6/28/2020,956,N,VIIRS,n,2,292.29,1.32,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.61008,-117.33837,307.44,0.41,0.45,6/28/2021,912,N,VIIRS,n,2,297.37,1.51,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.71364,-117.7117,301.37,0.42,0.45,6/28/2021,913,N,VIIRS,n,2,289.99,0.49,N,0,0.81826925,21.389008,2.1343408,3.098901,198.63461,
34.60831,-117.33534,319.75,0.45,0.39,6/28/2023,926,N,VIIRS,n,2,290.51,2.35,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33681,-118.51794,331.51,0.42,0.38,6/28/2023,2046,N,VIIRS,l,2,301.84,4.12,D,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.60761,-117.33817,317.52,0.39,0.44,6/28/2024,1002,N,VIIRS,n,2,294.58,1.93,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85408,-118.33319,304.87,0.54,0.42,6/28/2024,1003,N,VIIRS,n,2,294.2,1.83,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.77604,-118.23787,302.59,0.42,0.61,6/29/2015,858,N,VIIRS,n,2,290.52,0.98,N,2,0.74436814,21.822815,1.4532967,2.418956,224.31044,
34.62357,-117.09901,306.97,0.4,0.37,6/29/2016,932,N,VIIRS,n,2,295.11,1.27,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09384,-117.52835,345.72,0.38,0.36,6/29/2016,2051,N,VIIRS,n,2,314.76,2.67,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09087,-117.53278,302.75,0.48,0.65,6/29/2017,847,N,VIIRS,n,2,289.74,1.01,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.62347,-117.10272,300.54,0.44,0.62,6/29/2017,1027,N,VIIRS,n,2,290.26,1.65,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09269,-117.53167,342.47,0.37,0.58,6/29/2017,2006,N,VIIRS,n,2,311.21,2.7,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09176,-117.53362,335.57,0.56,0.68,6/29/2017,2147,N,VIIRS,l,2,308.54,3.67,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09211,-117.52756,301.01,0.39,0.36,6/29/2018,944,N,VIIRS,n,2,288.89,1.34,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.03327,-117.90366,338.43,0.42,0.38,6/29/2018,2103,N,VIIRS,l,2,313.28,4.14,D,0,1.078901,23.668701,1.8021978,2.403022,192.8379,
34.09301,-117.53117,313.18,0.62,0.54,6/29/2019,900,N,VIIRS,n,2,288.5,1.74,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.62445,-117.10136,296.75,0.65,0.73,6/29/2019,1040,N,VIIRS,n,2,284.19,1.62,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.6221,-117.10056,314.69,0.38,0.36,6/29/2020,937,N,VIIRS,n,2,288.62,1.72,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09236,-117.5279,340.73,0.39,0.36,6/29/2020,2056,N,VIIRS,l,2,311.53,4.28,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.62231,-117.09937,308.25,0.37,0.58,6/29/2021,853,N,VIIRS,n,2,295.5,0.98,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.07956,-117.49957,305.75,0.38,0.59,6/29/2021,854,N,VIIRS,n,2,290.95,0.81,N,0,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.08039,-117.50124,300.12,0.53,0.67,6/29/2021,1034,N,VIIRS,n,2,289.62,0.77,N,0,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.62315,-117.10233,312.43,0.44,0.38,6/29/2022,950,N,VIIRS,n,2,294.52,1.8,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60776,-117.33877,320.03,0.51,0.49,6/29/2023,907,N,VIIRS,n,2,291.96,2.17,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.15239,-118.19714,304.61,0.56,0.52,6/29/2023,908,N,VIIRS,n,2,286.27,0.9,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.60711,-117.33719,311.36,0.76,0.77,6/29/2023,1048,N,VIIRS,n,2,288.24,3.12,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60949,-117.33674,315.03,0.39,0.37,6/29/2024,944,N,VIIRS,n,2,294.4,1.86,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.92254,-117.09115,367,0.45,0.39,6/29/2024,2103,N,VIIRS,h,2,339.11,98.18,D,0,1.0373901,24.103851,1.3541209,2.850824,208.9945,
34.6067,-117.33778,299.53,0.35,0.57,6/3/2015,1026,N,VIIRS,n,2,287.2,1.03,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09351,-117.5292,337.33,0.45,0.63,6/3/2015,2145,N,VIIRS,n,2,303.3,1.85,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09488,-117.52814,316.14,0.52,0.41,6/3/2016,920,N,VIIRS,n,2,292.03,1.69,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.55618,-117.58974,346.62,0.45,0.39,6/3/2016,2039,N,VIIRS,n,2,315.53,5.49,D,0,0.8885989,23.313477,1.4472528,3.2013736,200.37912,
34.09114,-117.52853,321.17,0.58,0.52,6/3/2017,1015,N,VIIRS,n,2,289.89,3.1,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.42957,-118.66256,336.36,0.32,0.54,6/3/2017,2134,N,VIIRS,l,2,309.14,3.55,D,0,1.0161264,21.761261,2.478846,3.289011,170.9066,
33.85297,-118.33184,309.36,0.42,0.38,6/3/2018,931,N,VIIRS,n,2,294.08,2.02,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.09078,-117.53141,303.71,0.47,0.64,6/3/2019,847,N,VIIRS,n,2,282.51,1.35,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60821,-117.3366,317.45,0.43,0.62,6/3/2019,1027,N,VIIRS,n,2,287.41,1.92,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.24507,-118.45634,345.82,0.41,0.6,6/3/2019,2007,N,VIIRS,n,2,299.19,3.56,D,0,1.114423,23.277466,2.1563187,3.2615385,199.81593,
34.6089,-117.33575,306.77,0.58,0.7,6/3/2021,840,N,VIIRS,n,2,291.11,1.46,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60784,-117.33762,317.31,0.35,0.57,6/3/2021,1021,N,VIIRS,n,2,293.09,2.04,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62076,-117.1013,312.69,0.38,0.36,6/3/2022,937,N,VIIRS,n,2,291.02,1.07,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85245,-118.33212,304.84,0.43,0.62,6/3/2023,855,N,VIIRS,n,2,289.28,1.79,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60877,-117.34074,297.92,0.52,0.67,6/3/2023,1035,N,VIIRS,n,2,285.86,2.12,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.81839,-118.24466,301.09,0.48,0.65,6/3/2023,1036,N,VIIRS,n,2,288.3,1.67,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.72673,-118.68833,341.51,0.34,0.56,6/3/2023,2015,N,VIIRS,n,2,304.87,3.96,D,0,1.0027473,16.617584,2.1392858,3.8807693,184.46979,
34.09518,-117.53181,316.77,0.42,0.45,6/30/2016,913,N,VIIRS,n,2,293.56,2.14,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09488,-117.53133,340.13,0.51,0.41,6/30/2016,2033,N,VIIRS,l,2,313.84,6.85,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.62047,-117.10018,312.01,0.48,0.48,6/30/2017,1008,N,VIIRS,n,2,293.49,1.9,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.0917,-117.53015,314.09,0.47,0.48,6/30/2017,1009,N,VIIRS,n,2,289.79,1.87,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.05288,-118.57535,367,0.52,0.5,6/30/2017,2128,N,VIIRS,h,2,300.43,11.69,D,0,0.67598903,20.135162,2.598077,2.6840658,195.84065,
34.6199,-117.10075,301.96,0.44,0.38,6/30/2018,925,N,VIIRS,n,2,290.57,0.99,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.71606,-117.70879,338.28,0.41,0.37,6/30/2018,2044,N,VIIRS,l,2,311.69,3.02,D,0,0.81826925,21.389008,2.1343408,3.098901,198.63461,
33.85395,-118.33252,307.01,0.33,0.55,6/30/2019,1022,N,VIIRS,n,2,292.03,1.35,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.25259,-117.8586,330.07,0.46,0.64,6/30/2019,2001,N,VIIRS,n,2,300.63,3.2,D,0,1.1603022,18.756866,3.6758242,4.1868134,190.48077,
34.06854,-118.22944,338.13,0.42,0.61,6/30/2019,2141,N,VIIRS,n,2,307,2.22,D,0,0.8547802,22.058807,2.128022,2.4354396,186.12637,
34.6072,-117.33504,309.79,0.52,0.42,6/30/2020,918,N,VIIRS,n,2,289.81,1.91,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.36211,-118.5564,336.84,0.48,0.4,6/30/2020,2038,N,VIIRS,l,2,311.24,5.2,D,0,1.0625824,22.376373,2.3752747,3.3755496,189.22803,
34.08123,-117.50117,301.42,0.58,0.52,6/30/2021,1015,N,VIIRS,n,2,285.64,3.78,N,0,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.90713,-118.18359,321.14,0.42,0.37,6/30/2022,931,N,VIIRS,n,2,290.39,2.42,N,0,0.79423076,22.401367,1.8145604,2.2895603,190.2967,
34.67681,-117.61559,349.53,0.49,0.65,6/30/2023,848,N,VIIRS,n,2,291.36,5.53,N,0,1.5854945,23.565948,0.61565936,4.429121,198.54121,
34.33196,-118.5216,301.28,0.55,0.68,6/30/2023,849,N,VIIRS,n,2,287.91,0.98,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.60742,-117.33728,323.41,0.43,0.62,6/30/2023,1029,N,VIIRS,n,2,293.06,1.84,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.63686,-117.01072,367,0.34,0.56,6/30/2023,2008,N,VIIRS,h,2,322.48,11.89,D,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60853,-117.33648,317.07,0.44,0.39,6/30/2024,925,N,VIIRS,n,2,294.78,2.36,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.28088,-117.02631,344.73,0.52,0.5,6/4/2015,2127,N,VIIRS,n,2,308.09,5.55,D,0,0.98975277,17.795074,4.050275,3.9054945,200.17857,
34.09444,-117.53186,318.63,0.63,0.54,6/4/2016,901,N,VIIRS,n,2,293.45,2.71,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.07965,-117.49726,304.17,0.64,0.72,6/4/2016,1041,N,VIIRS,n,2,291.68,1.93,N,0,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.6075,-117.33821,314.28,0.49,0.41,6/4/2017,956,N,VIIRS,n,2,292.55,2.32,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62031,-117.0994,306.98,0.4,0.44,6/4/2018,912,N,VIIRS,n,2,292.99,1.52,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.54283,-118.2859,317.52,0.55,0.43,6/4/2018,2032,N,VIIRS,l,2,322.77,234.75,D,0,1.0281318,17.067047,2.3662088,4.1736264,175.81319,
34.62209,-117.10164,313.33,0.49,0.49,6/4/2019,1009,N,VIIRS,n,2,289.61,2.19,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09309,-117.5293,332.09,0.6,0.53,6/4/2019,2128,N,VIIRS,l,2,306.1,3.81,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.98814,-118.0193,309.56,0.54,0.51,6/4/2020,906,N,VIIRS,n,2,287.01,1.95,N,0,0.8007692,22.108795,1.8986264,2.3434067,184.62912,
34.60575,-117.33553,306.61,0.76,0.77,6/4/2020,1046,N,VIIRS,n,2,289.6,1.89,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09252,-117.52955,338.16,0.41,0.45,6/4/2020,2025,N,VIIRS,l,2,311.89,2.71,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60918,-117.33556,315.78,0.39,0.44,6/4/2021,1002,N,VIIRS,n,2,293.95,1.92,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.29078,-118.80237,303.84,0.41,0.45,6/4/2022,918,N,VIIRS,n,2,284.64,0.7,N,2,0.8606044,21.211548,2.2247252,3.1618133,176.43681,
34.60693,-117.33978,307.41,0.71,0.75,6/4/2023,836,N,VIIRS,n,2,288.14,1.7,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.61069,-117.33916,299.3,0.57,0.52,6/4/2023,1017,N,VIIRS,n,2,287.22,1.47,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.78761,-118.35462,367,0.33,0.55,6/4/2023,2136,N,VIIRS,h,2,331.71,58.02,D,0,1.571978,23.578308,1.0815934,4.814011,197.73352,
34.7582,-117.99991,335.88,0.45,0.47,6/4/2024,912,N,VIIRS,n,2,266.43,5.08,N,0,1.5601923,23.841766,0.6510989,4.1486263,190.4478,
33.79285,-117.47717,298.75,0.41,0.45,6/4/2024,913,N,VIIRS,n,2,273.3,0.59,N,0,1.2206044,23.18985,1.8494506,3.046978,198.5055,
34.3875,-117.69508,338.25,0.52,0.41,6/4/2024,2032,N,VIIRS,n,2,305.81,72.04,D,0,0.945,13.406311,3.242033,4.5989013,195.77197,
34.62132,-117.10321,297.32,0.4,0.37,6/5/2015,948,N,VIIRS,n,2,283.69,1.04,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.29025,-118.80042,295.19,0.38,0.36,6/5/2015,949,N,VIIRS,n,2,281.98,0.35,N,2,0.8606044,21.211548,2.2247252,3.1618133,176.43681,
34.71658,-118.39799,356.03,0.41,0.37,6/5/2015,2108,N,VIIRS,n,2,319.52,74.55,D,0,1.3854395,21.627197,1.5065935,4.329396,198.6099,
34.1275,-118.63308,304.65,0.68,0.74,6/5/2016,842,N,VIIRS,n,2,291.34,3.81,N,0,0.98565936,22.018677,2.982143,2.848901,191.64835,
34.13057,-118.62749,308.46,0.62,0.54,6/5/2016,1022,N,VIIRS,n,2,290.43,3.47,N,0,0.98565936,22.018677,2.982143,2.848901,195.84065,
34.3452,-117.89073,337.5,0.44,0.62,6/5/2016,2142,N,VIIRS,n,2,303.16,2.41,D,0,1.1333791,17.27362,4.152747,4.1895604,190.48077,
34.09385,-117.52875,331.35,0.38,0.36,6/5/2017,937,N,VIIRS,n,2,291.6,3.47,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.07222,-117.19461,350.07,0.4,0.37,6/5/2017,2056,N,VIIRS,n,2,322.23,11.84,D,0,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60859,-117.33787,313.46,0.38,0.59,6/5/2018,853,N,VIIRS,n,2,292.49,1.48,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60839,-117.33821,304.24,0.52,0.67,6/5/2018,1034,N,VIIRS,n,2,286.98,2.31,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33438,-118.51789,327.66,0.4,0.37,6/5/2019,950,N,VIIRS,n,2,287.22,2.34,N,0,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.62282,-117.10098,318.87,0.4,0.37,6/5/2021,943,N,VIIRS,n,2,295.21,2.36,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.81973,-118.24343,306.81,0.39,0.36,6/5/2021,944,N,VIIRS,n,2,292.59,1.52,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.33566,-118.51952,339.66,0.41,0.37,6/5/2021,2103,N,VIIRS,l,2,310.05,4.05,D,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.60803,-117.34084,299.45,0.63,0.54,6/5/2022,859,N,VIIRS,n,2,283.12,1.05,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60804,-117.33896,305.38,0.62,0.71,6/5/2022,1039,N,VIIRS,n,2,285.85,2.21,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.79181,-117.38724,340.66,0.5,0.49,6/5/2022,2019,N,VIIRS,n,2,305.99,3.42,D,0,1.2206044,23.18985,1.8494506,3.046978,198.5055,
34.60793,-117.33747,316.58,0.49,0.4,6/5/2023,958,N,VIIRS,n,2,290.87,2.81,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60813,-117.33847,313.71,0.38,0.59,6/5/2024,853,N,VIIRS,n,2,294.64,1.09,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33339,-118.52081,300.61,0.44,0.62,6/5/2024,854,N,VIIRS,n,2,289.2,0.8,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.62078,-117.10064,304.03,0.54,0.68,6/5/2024,1034,N,VIIRS,n,2,291.54,1.8,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60604,-118.10515,345.15,0.63,0.54,6/5/2024,2013,N,VIIRS,n,2,314.23,12.94,D,0,1.5004945,23.445892,0.9497253,4.4395604,171.9478,
33.77664,-118.22791,304.77,0.47,0.4,6/6/2015,930,N,VIIRS,n,2,288.83,1.55,N,2,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.61999,-117.09948,312.83,0.4,0.45,6/6/2016,1003,N,VIIRS,n,2,292.7,2.45,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09252,-117.52903,327.78,0.39,0.44,6/6/2016,1004,N,VIIRS,n,2,289.97,1.5,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09501,-117.53312,337.63,0.49,0.48,6/6/2016,2123,N,VIIRS,l,2,311.17,3.15,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60736,-117.33731,313.76,0.52,0.41,6/6/2017,918,N,VIIRS,n,2,292.26,2.14,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09379,-117.53194,303.76,0.52,0.42,6/6/2017,919,N,VIIRS,n,2,280.29,1.07,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09474,-117.52984,338.74,0.44,0.39,6/6/2017,2038,N,VIIRS,l,2,312.62,5.83,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60935,-117.34023,302.13,0.71,0.75,6/6/2018,834,N,VIIRS,n,2,288.81,1.72,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60744,-117.33685,308.62,0.57,0.52,6/6/2018,1015,N,VIIRS,n,2,289.51,2.02,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09373,-117.53366,341.11,0.55,0.68,6/6/2018,1954,N,VIIRS,n,2,304.99,4.91,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.33307,-118.51833,338.21,0.32,0.55,6/6/2018,2134,N,VIIRS,l,2,309.01,3.94,D,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.33521,-118.51963,328.11,0.43,0.38,6/6/2019,931,N,VIIRS,n,2,287.4,2.47,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
33.81489,-117.45551,343.97,0.38,0.36,6/6/2019,2050,N,VIIRS,l,2,317.85,4.88,D,0,1.0675274,23.497528,1.5802197,3.0151098,198.5055,
34.60498,-117.33608,297.64,0.47,0.48,6/6/2020,1008,N,VIIRS,n,2,283.77,0.6,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62084,-117.10155,315.21,0.44,0.38,6/6/2021,925,N,VIIRS,n,2,291.59,1.94,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60514,-117.34082,303.49,0.59,0.7,6/6/2022,840,N,VIIRS,n,2,288.71,1.8,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62113,-117.10078,312.41,0.36,0.57,6/6/2022,1021,N,VIIRS,n,2,291.61,1.12,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62229,-117.09899,313.28,0.38,0.36,6/6/2023,939,N,VIIRS,n,2,286.42,1.03,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.34991,-118.00893,342.95,0.39,0.36,6/6/2023,2058,N,VIIRS,n,2,300.81,50.84,D,0,1.0681319,16.372253,3.201099,3.1076922,185.39835,
34.60523,-117.34131,303.23,0.7,0.75,6/6/2024,834,N,VIIRS,n,2,292.27,0.96,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62255,-117.1019,309.96,0.6,0.53,6/6/2024,1015,N,VIIRS,n,2,294.31,1.82,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.70432,-118.23718,367,0.34,0.56,6/6/2024,2135,N,VIIRS,h,2,317.15,7.46,D,0,1.6167858,24.382141,1.0967033,4.2516484,187.72253,
34.60832,-117.33875,304.97,0.5,0.49,6/7/2015,911,N,VIIRS,n,2,289.74,1.41,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.77729,-118.22947,296.86,0.72,0.76,6/7/2015,1051,N,VIIRS,n,2,285.7,1.7,N,0,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.62195,-117.10207,314.32,0.4,0.37,6/7/2016,945,N,VIIRS,n,2,289.44,1.91,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09462,-117.53126,345.95,0.43,0.38,6/7/2016,2104,N,VIIRS,n,2,314.16,6.02,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60897,-117.33646,304.52,0.63,0.72,6/7/2017,1040,N,VIIRS,n,2,280.29,0.84,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09315,-117.5312,345.74,0.5,0.49,6/7/2017,2019,N,VIIRS,n,2,302.94,3.28,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09414,-117.53058,334.76,0.49,0.41,6/7/2018,956,N,VIIRS,n,2,288.32,4.63,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.16449,-117.31391,354.14,0.41,0.45,6/7/2018,2115,N,VIIRS,n,2,316.27,44.58,D,0,1.1495879,22.73352,2.523077,3.396154,208.9945,
34.60959,-117.33843,306.25,0.41,0.45,6/7/2019,912,N,VIIRS,n,2,290.91,1.59,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09338,-117.52899,340.53,0.51,0.41,6/7/2019,2032,N,VIIRS,l,2,310.62,5.29,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.33381,-118.51874,321.72,0.4,0.37,6/7/2020,950,N,VIIRS,n,2,284.45,1.56,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.15408,-118.19232,335.32,0.47,0.4,6/7/2020,2109,N,VIIRS,l,2,309.25,4.44,D,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.6063,-117.33679,310.77,0.5,0.49,6/7/2021,906,N,VIIRS,n,2,288.58,2.54,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60785,-117.33766,325.22,0.39,0.44,6/7/2022,1002,N,VIIRS,n,2,294.01,2.19,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.6222,-117.10235,318.04,0.51,0.41,6/7/2024,956,N,VIIRS,n,2,295.53,2.32,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.9581,-117.82106,339.78,0.39,0.44,6/7/2024,2116,N,VIIRS,n,2,300.03,2.93,D,0,0.87552196,22.222534,2.0565934,2.4892857,195.17308,
33.77752,-118.2291,303.45,0.52,0.67,6/8/2015,852,N,VIIRS,n,2,289.68,1.33,N,0,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.09301,-117.52939,319.78,0.43,0.62,6/8/2015,1032,N,VIIRS,n,2,290.07,1.93,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09595,-117.53381,343.22,0.37,0.58,6/8/2015,2011,N,VIIRS,l,2,314.98,5.62,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
