system:index,th,vs,.geo
254_0,175.81319,3.7832417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.45185336400012,34.58513843860158]}"
255_0,196.5467,3.564011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.95490992310704,34.76480149542548]}"
256_0,205.8544,2.9458792,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.88304470037748,34.22581232495377]}"
258_0,198.63461,3.1675825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.69726852533971,33.686823154482056]}"
259_0,186.12637,2.4203296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20032508444665,34.11801449085943]}"
260_0,192.93407,2.8579671,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.76913374806928,34.11801449085943]}"
261_0,187.47253,2.4324176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.0925272503523,34.15394710222421]}"
262_0,175.81319,4.1736264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.2721903071762,34.5492058272368]}"
263_0,185.39835,2.7892857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.05659463898752,34.33361015904811]}"
264_0,224.00275,2.4392858,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.0925272503523,33.72275576584684]}"
265_0,187.72253,4.340659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.16439247308186,34.65700366133114]}"
266_0,192.8379,2.56978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.94879680489318,34.11801449085943]}"
268_0,202.54121,4.38956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.59558380945923,34.800734106790266]}"
269_0,189.61539,2.845879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.30812291854099,34.26174493631855]}"
270_0,184.46979,3.993956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.63151642082401,34.7288688840607]}"
271_0,194.12088,2.3057692,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.45185336400012,33.938351434035525]}"
272_0,186.12637,2.364011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20032508444665,34.01021665676509]}"
273_0,194.88461,2.8565934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.48778597536489,34.11801449085943]}"
274_0,173.62912,3.5379121,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.95490992310704,34.65700366133114]}"
275_0,192.27747,4.8384614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.91286419352839,34.5492058272368]}"
276_0,203.68407,2.7648351,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.80506635943405,33.686823154482056]}"
277_0,175.81319,3.8837912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.41592075263533,34.62107104996636]}"
278_0,194.5467,3.1623626,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.37998814127054,34.33361015904811]}"
279_0,184.46979,3.8244505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.6674490321888,34.692936272695924]}"
280_0,183.0055,3.2107143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.63151642082401,34.26174493631855]}"
282_0,195.1099,4.372253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.62540330261015,34.297677547683335]}"
284_0,183.0055,3.1706045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.73931425491836,34.26174493631855]}"
285_0,193.41484,2.3835166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.94879680489318,33.90241882267074]}"
286_0,206.14285,2.4096153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.02066202762273,33.75868837721162]}"
289_0,187.47253,2.4519231,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.0925272503523,34.18987971358899]}"
290_0,198.63461,3.0986264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.66133591397494,33.72275576584684]}"
291_0,192.21153,4.2285714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55965119809446,34.7288688840607]}"
292_0,175.51099,3.6027472,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55965119809446,34.58513843860158]}"
293_0,198.18407,2.9247253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.7332011367045,33.7946209885764]}"
294_0,198.63461,3.0986264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.66133591397494,33.72275576584684]}"
295_0,247.56868,2.6956043,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.41592075263533,33.72275576584684]}"
296_0,187.47253,2.4324176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.0925272503523,34.15394710222421]}"
297_0,197.04121,4.6365385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.66133591397494,34.51327321587202]}"
298_0,228.08516,2.8642857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.95490992310704,34.11801449085943]}"
300_0,186.12637,2.4546704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12845986171708,34.18987971358899]}"
301_0,200.32967,2.8134615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.76913374806928,33.75868837721162]}"
302_0,174.04121,3.3714285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.70338164355357,34.58513843860158]}"
303_0,190.01099,2.55989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.34405552990577,34.04614926812987]}"
304_0,186.12637,2.387912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23625769581143,34.01021665676509]}"
305_0,194.56593,3.0318682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55965119809446,34.15394710222421]}"
306_0,173.54945,3.4063187,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.88304470037748,34.62107104996636]}"
308_0,194.56593,3.1774726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.59558380945923,34.18987971358899]}"
309_0,198.6978,3.0167582,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.7332011367045,33.543092709022936]}"
310_0,193.46153,2.781044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.34405552990577,34.15394710222421]}"
311_0,197.73352,4.5994506,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.30812291854099,34.76480149542548]}"
312_0,192.93407,2.5269232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.76913374806928,34.01021665676509]}"
313_0,186.12637,2.4203296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20032508444665,34.11801449085943]}"
314_0,176.84616,3.2153847,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.77524686628314,34.441407993142455]}"
315_0,186.89835,2.5304945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.16439247308186,34.26174493631855]}"
316_0,192.67583,4.2744503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.84099897079884,34.7288688840607]}"
317_0,176.43681,3.1645606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.77524686628314,34.26174493631855]}"
321_0,216.10165,2.2945056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23625769581143,33.86648621130596]}"
323_0,183.0055,3.2799451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.63151642082401,34.36954277041289]}"
324_0,190.48077,3.4354396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.98472941625796,34.33361015904811]}"
325_0,174.37363,3.7217033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20032508444665,34.47734060450723]}"
326_0,198.18407,2.8782966,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.66133591397494,33.86648621130596]}"
327_0,189.61539,2.984066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.34405552990577,34.26174493631855]}"
328_0,197.75,4.238187,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.05659463898752,34.76480149542548]}"
329_0,190.2967,2.2986264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12845986171708,33.90241882267074]}"
330_0,199.21153,3.5255494,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.69726852533971,34.18987971358899]}"
331_0,194.56593,3.0164835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.59558380945923,34.15394710222421]}"
332_0,195.1511,3.979945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.76913374806928,34.22581232495377]}"
334_0,171.9478,4.308791,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23625769581143,34.5492058272368]}"
335_0,186.88461,4.177198,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.30812291854099,34.692936272695924]}"
337_0,191.87912,4.4923077,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.87693158216362,34.40547538177768]}"
338_0,200.95055,4.457692,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.51760546851581,34.58513843860158]}"
339_0,219.53021,2.5796704,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.81117947764791,33.9742840454003]}"
340_0,184.15935,4.1423078,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.02066202762273,34.47734060450723]}"
341_0,194.88461,2.6843407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.48778597536489,34.04614926812987]}"
342_0,208.9945,2.9648352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.55353807988058,34.082081879494645]}"
343_0,211.06044,2.4895604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.98472941625796,33.65089054311728]}"
344_0,247.99176,2.6703296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.30812291854099,33.72275576584684]}"
345_0,200.54396,2.974176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.62540330261015,34.11801449085943]}"
346_0,170.9066,3.3513737,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.63151642082401,34.441407993142455]}"
347_0,173.63187,3.595879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.41592075263533,34.47734060450723]}"
348_0,190.48077,3.8277473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.87693158216362,34.26174493631855]}"
349_0,184.04945,3.0662088,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.91897731174227,34.441407993142455]}"
350_0,186.12637,2.387912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23625769581143,34.01021665676509]}"
351_0,202.54121,4.4145603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55965119809446,34.76480149542548]}"
352_0,197.04121,4.597253,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.66133591397494,34.62107104996636]}"
353_0,206.14285,2.4096153,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.02066202762273,33.7946209885764]}"
354_0,187.72253,4.340659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20032508444665,34.65700366133114]}"
355_0,198.6978,3.2274725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.69726852533971,33.579025320387714]}"
356_0,184.46979,3.993956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.63151642082401,34.7288688840607]}"
357_0,216.10165,2.2906594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20032508444665,33.83055359994118]}"
360_0,224.97803,2.471978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.98472941625796,33.61495793175249]}"
361_0,200.17857,4.0876374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.55353807988058,34.36954277041289]}"
362_0,194.29121,5.15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.80506635943405,34.58513843860158]}"
364_0,186.12637,2.5892856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23625769581143,34.22581232495377]}"
365_0,193.46153,2.5791209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.2721903071762,34.15394710222421]}"
366_0,185.39835,3.1076922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.02066202762273,34.33361015904811]}"
367_0,191.64835,2.8428571,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.70338164355357,34.11801449085943]}"
368_0,226.62088,2.5197802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.45185336400012,33.7946209885764]}"
370_0,191.64835,2.6244504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.6674490321888,34.01021665676509]}"
371_0,198.6511,2.4813187,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.59558380945923,33.9742840454003]}"
372_0,211.06044,2.578022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.87693158216362,33.72275576584684]}"
374_0,171.4011,3.4263737,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.8471120890127,34.62107104996636]}"
375_0,186.12637,2.4934065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.16439247308186,34.22581232495377]}"
376_0,201.71979,2.4774725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.91286419352839,33.7946209885764]}"
377_0,176.43681,3.0813186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.8471120890127,34.33361015904811]}"
378_0,192.27747,4.7442307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.98472941625796,34.58513843860158]}"
379_0,189.22803,3.3733516,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52371858672967,34.36954277041289]}"
380_0,226.62088,2.3472528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.41592075263533,33.83055359994118]}"
381_0,187.47253,2.7714286,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.02066202762273,34.22581232495377]}"
382_0,196.5467,3.5804944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.88304470037748,34.800734106790266]}"
383_0,198.57143,3.1445055,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.51760546851581,33.65089054311728]}"
385_0,171.9478,4.442033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.16439247308186,34.5492058272368]}"
386_0,247.56868,2.6854396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.37998814127054,33.72275576584684]}"
387_0,192.67583,4.2714286,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.76913374806928,34.7288688840607]}"
389_0,179.29396,3.8063188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.8471120890127,34.692936272695924]}"
391_0,190.73352,3.9535713,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.48778597536489,34.65700366133114]}"
392_0,200.54396,2.55522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.7332011367045,34.082081879494645]}"
393_0,175.81319,4.0373626,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.30812291854099,34.5492058272368]}"
394_0,174.04121,3.3478022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.70338164355357,34.51327321587202]}"
395_0,186.12637,2.4376373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20032508444665,34.15394710222421]}"
396_0,198.5055,2.901099,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.58947069124537,33.86648621130596]}"
398_0,194.32143,4.621703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.84099897079884,34.33361015904811]}"
399_0,189.22803,3.325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55965119809446,34.33361015904811]}"
400_0,192.27747,4.7442307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.98472941625796,34.58513843860158]}"
401_0,197.75,4.3489013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.0925272503523,34.800734106790266]}"
402_0,208.9945,3.1288462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.55353807988058,34.11801449085943]}"
403_0,192.21153,3.8233516,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.59558380945923,34.65700366133114]}"
405_0,190.48077,4.1895604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.87693158216362,34.297677547683335]}"
406_0,187.72253,4.340659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.16439247308186,34.65700366133114]}"
408_0,174.04121,3.3714285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.70338164355357,34.58513843860158]}"
409_0,176.84616,3.1813188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.81117947764791,34.441407993142455]}"
410_0,194.68407,5.2258244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.80506635943405,34.441407993142455]}"
411_0,196.5467,3.564011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.95490992310704,34.76480149542548]}"
412_0,200.37912,3.2164836,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.55353807988058,33.50716009765815]}"
413_0,190.73352,3.9535713,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.48778597536489,34.65700366133114]}"
414_0,193.41484,2.405769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.87693158216362,33.9742840454003]}"
415_0,190.2967,2.290934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20032508444665,33.938351434035525]}"
416_0,193.41484,2.439835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.87693158216362,33.90241882267074]}"
419_0,179.29396,3.8024726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.77524686628314,34.692936272695924]}"
420_0,195.84065,2.857143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52371858672967,34.11801449085943]}"
421_0,200.37912,3.2013736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.58947069124537,33.543092709022936]}"
422_0,170.9066,3.3145604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.63151642082401,34.40547538177768]}"
423_0,192.37363,2.2912087,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.34405552990577,33.938351434035525]}"
424_0,173.63187,3.4673076,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.37998814127054,34.441407993142455]}"
426_0,224.97803,2.486813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.91286419352839,33.61495793175249]}"
427_0,197.74176,2.6826923,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.66133591397494,33.938351434035525]}"
428_0,205.8544,2.772802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.91897731174227,34.15394710222421]}"
429_0,224.97803,2.5475276,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.87693158216362,33.579025320387714]}"
430_0,186.89835,2.5741758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.16439247308186,34.33361015904811]}"
431_0,192.93407,2.4978023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.80506635943405,34.082081879494645]}"
432_0,194.29121,5.0096154,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.84099897079884,34.51327321587202]}"
433_0,195.17308,2.4892857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.80506635943405,33.9742840454003]}"
434_0,194.5467,3.3038461,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.48778597536489,34.33361015904811]}"
435_0,237.46428,2.477198,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20032508444665,33.72275576584684]}"
437_0,198.82143,4.2673078,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.51760546851581,34.47734060450723]}"
438_0,224.97803,2.471978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.98472941625796,33.61495793175249]}"
439_0,186.67033,3.1519232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.63151642082401,34.18987971358899]}"
440_0,196.5467,3.5804944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.88304470037748,34.800734106790266]}"
441_0,186.12637,2.4354396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23625769581143,34.082081879494645]}"
442_0,174.37363,3.4571428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12845986171708,34.441407993142455]}"
443_0,171.4011,3.4736264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.77524686628314,34.62107104996636]}"
444_0,177.61813,2.9865384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.81117947764791,34.15394710222421]}"
446_0,195.1099,4.431044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.62540330261015,34.36954277041289]}"
447_0,203.68407,2.901099,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.76913374806928,33.686823154482056]}"
448_0,187.72253,4.2516484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23625769581143,34.692936272695924]}"
449_0,171.4011,3.234066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.8471120890127,34.58513843860158]}"
450_0,208.01099,2.7277472,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.80506635943405,33.579025320387714]}"
451_0,200.17857,3.993956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.51760546851581,34.36954277041289]}"
452_0,186.12637,2.546978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.23625769581143,34.18987971358899]}"
453_0,194.12088,2.4076922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.37998814127054,33.9742840454003]}"
454_0,208.9945,2.9648352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.55353807988058,34.04614926812987]}"
455_0,198.18407,3.0381868,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.62540330261015,33.75868837721162]}"
457_0,171.57143,3.3692307,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.59558380945923,34.40547538177768]}"
459_0,183.0055,3.1733518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.70338164355357,34.26174493631855]}"
460_0,174.04121,3.4505494,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.63151642082401,34.58513843860158]}"
461_0,197.04121,4.6365385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.66133591397494,34.51327321587202]}"
464_0,177.61813,3.1502748,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.77524686628314,34.22581232495377]}"
465_0,224.97803,2.462912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.91286419352839,33.579025320387714]}"
466_0,199.81593,3.228022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.45185336400012,34.22581232495377]}"
467_0,194.12088,2.4362638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.48778597536489,33.9742840454003]}"
468_0,206.14285,2.3156593,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.0925272503523,33.86648621130596]}"
469_0,191.64835,2.6244504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.70338164355357,34.01021665676509]}"
470_0,189.22803,3.325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.55965119809446,34.33361015904811]}"
472_0,201.71979,2.3865385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.98472941625796,33.86648621130596]}"
473_0,191.87912,4.51978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.94879680489318,34.47734060450723]}"
474_0,206.14285,2.3585165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.02066202762273,33.86648621130596]}"
475_0,192.93407,2.5277472,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.76913374806928,34.04614926812987]}"
476_0,191.87912,4.329945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.98472941625796,34.47734060450723]}"
477_0,194.68407,5.1703296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.80506635943405,34.40547538177768]}"
478_0,174.37363,3.7217033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20032508444665,34.47734060450723]}"
479_0,171.9478,4.417308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.12845986171708,34.62107104996636]}"
480_0,195.78021,4.090659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.87693158216362,34.76480149542548]}"
482_0,194.56593,3.2384615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.52371858672967,34.22581232495377]}"
483_0,198.63461,3.18489,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.66133591397494,33.65089054311728]}"
484_0,184.15935,3.9585166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.05659463898752,34.47734060450723]}"
485_0,226.62088,2.5197802,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.45185336400012,33.7946209885764]}"
486_0,198.5055,3.046978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.51760546851581,33.7946209885764]}"
489_0,194.88461,2.6843407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.48778597536489,34.04614926812987]}"
490_0,201.71979,2.4774725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.91286419352839,33.7946209885764]}"
492_0,208.9945,3.1854396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.51760546851581,34.04614926812987]}"
493_0,186.89835,2.5741758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.20032508444665,34.297677547683335]}"
494_0,200.17857,4.001374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.55353807988058,34.33361015904811]}"
495_0,170.9066,3.2324176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.73931425491836,34.40547538177768]}"
496_0,192.04121,4.4354396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.87693158216362,34.692936272695924]}"
497_0,224.31044,2.3002746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.2721903071762,33.86648621130596]}"
498_0,199.81593,3.0285714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.41592075263533,34.15394710222421]}"
499_0,201.71979,2.4774725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.94879680489318,33.75868837721162]}"
